Int_no,Rue_1,Rue_2,Arrondissement,X,Y,long,lat
1494,Érables,Rachel,Plateau Mont-Royal,299584.19,5043721.1,-73.5667802785411,45.5333865493769
1495,Aylmer,Pins,Plateau Mont-Royal,298587.59,5041048.84,-73.5795062939314,45.5093323327657
1496,41 e Avenue,Saint-Zotique,Rosemont - Petite-Patrie,299030.99,5048320.57,-73.5739173703736,45.5747697933697
1497,Notre-Dame,Saint-Georges (pl),Rivières-des-Prairies - Pointe-aux-Trembles,305572.2,5057075.94,-73.4900920616696,45.6535763246385
1498,Hutchison,Prince-Arthur,Plateau Mont-Royal,298840.72,5041101.57,-73.5762673852182,45.5098090278508
1499,Damien-Gauthier,Sherbrooke,Rivières-des-Prairies - Pointe-aux-Trembles,304803,5060459.03,-73.4999614867495,45.6840183665014
1500,13 e Avenue,Bellechasse,Rosemont - Petite-Patrie,298449.99,5046149.38,-73.5813334222219,45.5552276647634
1501,Sherbrooke,5300 Est (Village Olympique),Mercier - Hochelaga - Maisonneuve,300718.03,5047630.5,-73.5522958538771,45.5685722655748
1502,Goyer,Wilderton,Côte-des-Neiges - Notre-Dame-de-Grâce,294802.63,5041423.14,-73.6279536662447,45.512656447119
1503,Castelnau,Châteaubriand,Villeray - Saint-Michel - Parc-Extension,295762.48,5044570.92,-73.6157268955841,45.5409944495587
1504,Bedford,Wilderton,Côte-des-Neiges - Notre-Dame-de-Grâce,294706.28,5041447.29,-73.629187318183,45.5128723703423
1505,Létourneux,Rouen,Mercier - Hochelaga - Maisonneuve,301414.33,5045972.95,-73.5433637859196,45.5536608094984
1506,Garnier,Sauvé,Ahuntsic - Cartierville,293192.09,5047097.04,-73.6487009855624,45.5636872045643
1507,Orléans,Rachel,Rosemont - Petite-Patrie,300416.69,5045887.11,-73.5561408211945,45.5528828263507
1508,Ontario,Panet,Ville-Marie,300011.29,5042559.27,-73.5613005782446,45.5229350211973
1510,Atwater,Lionel-Groulx,Sud-Ouest,298617.98,5038127.54,-73.5790805611442,45.4830454819049
1511,Lucien-L'Allier,Saint-Jacques,Ville-Marie,299476,5039269.39,-73.5681171386448,45.493327430257
1512,19 e Avenue,Bélanger,Villeray - Saint-Michel - Parc-Extension,297836.37,5046991.07,-73.5892048828029,45.5627956036438
1513,15 e Avenue,Saint-Joseph,Rosemont - Petite-Patrie,299641.38,5045825,-73.5660702221767,45.5523186273839
1514,Iberville,Logan,Ville-Marie,300976.04,5043417.38,-73.5489574555755,45.5306625888
1515,Industriel,Saint-Jean-Baptiste,Rivières-des-Prairies - Pointe-aux-Trembles,303274.83,5056089.57,-73.5195660496185,45.6446995251197
1516,Laurier,Parc Voie réversible,Plateau Mont-Royal,297315.21,5042193.57,-73.5958076429161,45.5196205763277
1517,Notre-Dame,Gypsum,Mercier - Hochelaga - Maisonneuve,303956.5,5049136,-73.510809038077,45.5821306888289
1518,Rosemont,5689 (Hôp. Maisonneuve-R.),Rosemont - Petite-Patrie,300037.44,5048570.5,-73.5610243370886,45.5770263571395
1519,Maurice-Duplessis,Pierre-Blanchet,Rivières-des-Prairies - Pointe-aux-Trembles,296983.54,5053873.94,-73.6002399145117,45.6247204932762
1520,Papineau,Rosemont,Rosemont - Petite-Patrie,297669.55,5044533.37,-73.5913060463427,45.5406786903678
1521,Acadie,Legendre,Ahuntsic - Cartierville,292805.5,5043613.61,-73.6535679301218,45.5323356095322
1522,Bedford,Darlington,Côte-des-Neiges - Notre-Dame-de-Grâce,294534.79,5041175.62,-73.6313764878221,45.5104252736279
1523,Monkland,Oxford,Côte-des-Neiges - Notre-Dame-de-Grâce,295161.62,5037246.32,-73.6232770309464,45.4750767043508
1524,Henri-Julien,Jean-Talon,Villeray - Saint-Michel - Parc-Extension,295776.72,5044139.16,-73.6155365933336,45.5371095044042
1525,Montgomery,Sherbrooke,Plateau Mont-Royal,300139.09,5044352.6,-73.5596816679522,45.5390729542234
1526,Jean-d'Estrées,Saint-Antoine,Ville-Marie,299508.13,5039587.4,-73.5677094855222,45.4961892676248
1527,McGill College,Président-Kennedy,Ville-Marie,299040.82,5040367.04,-73.5736978647752,45.5032011014673
1528,Boyer,Jean-Talon,Rosemont - Petite-Patrie,296002.69,5044647.36,-73.6126523476521,45.5416853583075
1529,Industriel,Tricentenaire,Rivières-des-Prairies - Pointe-aux-Trembles,303491.68,5057089.92,-73.5167868204029,45.6537013156961
1530,Boyer,Rosemont,Rosemont - Petite-Patrie,297326.59,5043806.11,-73.5956865736647,45.5341309460655
1531,Clifton,Sherbrooke,Côte-des-Neiges - Notre-Dame-de-Grâce,295510.34,5036573.09,-73.6188041054711,45.4690233976105
1532,Jean-Talon,Lucerne,Côte-des-Neiges - Notre-Dame-de-Grâce,293500.97,5040316.39,-73.6445877152451,45.502677598697
1533,40 e Avenue,Henri-Bourassa inter.Sud,Rivières-des-Prairies - Pointe-aux-Trembles,303921.7,5058266,-73.5112714337719,45.6642845766635
1534,40 e Avenue,Henri-Bourassa inter.Nord,Rivières-des-Prairies - Pointe-aux-Trembles,303866.53,5058284,-73.5119794780949,45.664446471765
1535,31 e Avenue,Rosemont,Rosemont - Petite-Patrie,299395.71,5047335.16,-73.5692333821016,45.5659056897635
1536,Jean-d'Estrées,Saint-Jacques,Ville-Marie,299631,5039497,-73.5661364125133,45.495376730082
1537,Sherbrooke,Yves-Thériault,Rivières-des-Prairies - Pointe-aux-Trembles,304670.15,5059905.33,-73.5016668339075,45.6790360798683
1538,Futailles,Tellier,Mercier - Hochelaga - Maisonneuve,303078.66,5049380.5,-73.5220589873548,45.5843291556206
1539,Tellier,Société des Alcools du Québec,Mercier - Hochelaga - Maisonneuve,303114.72,5049538,-73.5215974216107,45.5857464761499
1540,Beauclerk,Notre-Dame,Mercier - Hochelaga - Maisonneuve,303747.32,5048798.12,-73.5134888488914,45.5790900556865
1541,Fabre,Mont-Royal,Plateau Mont-Royal,298871.5,5043514.09,-73.5759026445252,45.5315180968092
1542,Lachapelle,Ranger,Ahuntsic - Cartierville,287745.45,5043261.17,-73.7183400655754,45.5290587786914
1543,Henri-Bourassa Est,Saint-Jean-Baptiste,Rivières-des-Prairies - Pointe-aux-Trembles,301976.41,5056940.85,-73.536228111588,45.6523554442461
1544,Jarry,Wiseman,Villeray - Saint-Michel - Parc-Extension,294100.89,5043260.58,-73.6369751379902,45.5291800102346
1545,Irwin,Trinitaires,Sud-Ouest,296627.19,5034137.59,-73.6044804174812,45.4471215463588
1546,Lacroix,Trinitaires,Sud-Ouest,296871.14,5034074.69,-73.6013607754216,45.4465583503566
1547,Decelles,Swail,Côte-des-Neiges - Notre-Dame-de-Grâce,295537.12,5039696.85,-73.6185205452053,45.4971327282683
1548,Bridge,Chemin-des-Irlandais,Sud-Ouest,301245.5,5038562.96,-73.5454724234659,45.4869819135974
1549,Saint-Laurent,8845 (Ateliers Youville STCUM),Ahuntsic - Cartierville,293574.62,5044725,-73.6437462473341,45.5423490965617
1550,Commune de la,Mill,Ville-Marie,300661.44,5039604,-73.5529530293691,45.4963464354261
1551,Brennan/Commune,Prince,Ville-Marie,300650.55,5039571.56,-73.5530920929535,45.496054461446
1552,Industriel / Port-Royal,Saint-Michel,Montréal-Nord,294148.79,5048454.9,-73.6364749809984,45.5759209305955
1553,Beaumont,Outremont,Villeray - Saint-Michel - Parc-Extension,295312.65,5042830.92,-73.6214533220865,45.5253313184405
1554,Parc,5305 Voie réversible,Plateau Mont-Royal,296998.56,5042376.5,-73.5998637674089,45.5212631802627
1555,Réal-Benoit,Sherbrooke,Rivières-des-Prairies - Pointe-aux-Trembles,304613.98,5059677.66,-73.5023877791987,45.6769874574816
1556,Saint-Patrick,5870 (Sidbec-Dosco),Sud-Ouest,296748.16,5035661,-73.6029588925268,45.4608313451494
1557,Parc,Rachel face monument,Plateau Mont-Royal,298172.5,5041645.5,-73.5848266665311,45.5146975008577
1559,Saint-Jean-Baptiste,Autoroute 40 nord,Rivières-des-Prairies - Pointe-aux-Trembles,302494.97,5056547,-73.5295728560214,45.648813421007
1561,Beaubien,François-Boivin,Mercier - Hochelaga - Maisonneuve,300169.73,5050054.65,-73.5593433289629,45.5903820737402
1562,Notre-Dame,5378 Est (Vopak accès Est),Mercier - Hochelaga - Maisonneuve,302886.16,5046928.5,-73.5245162744147,45.5622647762181
1563,Beaubien,Pierre-Gadois,Mercier - Hochelaga - Maisonneuve,300288.9,5050330.25,-73.5578185473208,45.5928627844169
1564,Langelier,Renty,Mercier - Hochelaga - Maisonneuve,300933.3,5049438.03,-73.5495522427129,45.5848382107057
1565,Bernard,Parc Voie réversible,Plateau Mont-Royal,296557.53,5042643.53,-73.6055137351179,45.5236609439465
1566,Canadiens de Montréal,Montagne,Ville-Marie,299263.05,5039554.42,-73.5708449100474,45.4958905974886
1567,Parc,Villeneuve Voie réversible,Plateau Mont-Royal,297579.91,5042027.57,-73.5924169596589,45.5181296345046
1568,Parc,5647,Plateau Mont-Royal,296697.4,5042555,-73.6037217665064,45.5228659568657
1569,André-Laurendeau,Rachel,Rosemont - Petite-Patrie,299978.51,5044771.5,-73.5617419749948,45.5428412765796
1570,Sherbrooke,Valois,Rosemont - Petite-Patrie,300509.09,5045629.61,-73.554955117257,45.5505663269334
1571,Dickson,2150 (Clos Dickson),Mercier - Hochelaga - Maisonneuve,302288.5,5047503,-73.5321752439064,45.5674324177962
1572,Laurentien,12150,Ahuntsic - Cartierville,287645.7,5043114,-73.7196119473355,45.5277320473428
1573,Saint-Antoine,Square Victoria Ouest,Ville-Marie,299961.7,5040163,-73.5619117362087,45.5013720574618
1574,Hôtel-de-Ville,Saint-Antoine,Ville-Marie,300439.42,5040988.07,-73.5558060854631,45.5087995357155
1575,Coolbrook,Vézina,Côte-des-Neiges - Notre-Dame-de-Grâce,293168.16,5039034.04,-73.6488160968311,45.4911330182495
1576,Radisson,Radisson (Galeries d'Anjou),Mercier - Hochelaga - Maisonneuve,301049.92,5050169.01,-73.5480633566942,45.5914164210164
1577,Grenet,Louisbourg,Ahuntsic - Cartierville,288408.61,5042880,-73.7098372965892,45.5256447967284
1578,Pullman,Sainte-Anne-de-Bellevue,Côte-des-Neiges - Notre-Dame-de-Grâce,294225.28,5034548.5,-73.6351949608254,45.4507869032943
1579,Cedar,Pins,Ville-Marie,298128.68,5040049.56,-73.58536581671,45.5003361554775
1580,André-Grasset,Louvain,Ahuntsic - Cartierville,293551.48,5046871.54,-73.6440919141189,45.5616639863428
1581,Brébeuf,Saint-Grégoire,Plateau Mont-Royal,297872.21,5043817.26,-73.5887008383637,45.5342369159427
1582,Hudson,Linton,Côte-des-Neiges - Notre-Dame-de-Grâce,294865.48,5040577.83,-73.6271321431811,45.5050509087622
1583,Alexandre-DeSève,Ontario,Ville-Marie,300080,5042712.59,-73.5604224945623,45.5243151233745
1584,Canora / Wilderton,Jean-Talon,Côte-des-Neiges - Notre-Dame-de-Grâce,294467.46,5041545.6,-73.6322459870004,45.5137535043916
1585,Perras,Rodolphe-Forget,Rivières-des-Prairies - Pointe-aux-Trembles,298643.2,5056610.61,-73.5789907026806,45.6493623162589
1586,Joliette,Rachel,Rosemont - Petite-Patrie,300235.69,5045447.61,-73.5584549429522,45.5489268887862
1587,Notre-Dame,6363 Est (Dépôt),Mercier - Hochelaga - Maisonneuve,303255.75,5048000,-73.5197852144653,45.5719074030432
1588,Maurice-Duplessis,Rodolphe-Forget,Rivières-des-Prairies - Pointe-aux-Trembles,299096.23,5056000.4,-73.5731712603059,45.6438753980952
